RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Kyle Kingsbury,Ricardo Romero,115.0,-135.0,115.0,74.0741,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,19.0,0.63,2.0,1.0,0.14,1,0,2,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,205,0,2,0,38.0,0.353,0.0,3.6667,0.34,2,1,9,0,0,1,1,0,0,0,2,Orthodox,193.04,193.04,205,28,32,0,-1,-1,-1,1,-7,0,0,1,-10.16,0.0,-4,-19.0,2.0,-2.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:21,21.0,,,,,,
Mike Pierce,Kenny Robertson,-240.0,200.0,41.6667,200.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,0,2,0,37.75,0.493,0.5,4.25,0.575,2,1,12,0,0,0,2,0,1,0,3,Orthodox,172.72,177.8,170,30,26,0,-2,-2,-3,1,-12,0,0,-1,5.08,10.16,4,-37.75,-0.5,-4.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,0:29,329.0,,,,,,
Melvin Guillard,Evan Dunham,205.0,-225.0,205.0,44.4444,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,39.2,0.388,2.0,1.4,0.45,4,1,13,0,0,2,0,1,1,0,4,Southpaw,177.8,177.8,155,0,3,0,18.4167,0.386,0.0833,1.0833,0.438,3,4,21,0,0,2,1,4,0,1,8,Orthodox,175.26,172.72,155,27,29,-1,-3,1,-4,3,-8,0,-4,1,2.54,5.08,-2,20.7833,1.9167,0.3167,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knees,1.0,2:58,178.0,,,,,,
Matt Mitrione,Tim Hague,-250.0,230.0,40.0,230.0,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Heavyweight,MALE,3,3,0,0,23.5,0.245,0.5,1.0,0.57,1,3,8,0,0,0,0,0,1,0,1,Orthodox,193.04,193.04,260,0,3,0,44.6667,0.563,1.3333,0.0,0.0,3,0,7,0,0,0,1,2,0,0,3,Switch,190.5,200.66,265,32,27,-3,-3,-2,-2,-3,1,0,-2,1,2.54,-7.62,5,-21.1667,-0.8333,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:59,179.0,,,,,,
Mark Hominick,George Roop,-250.0,230.0,40.0,230.0,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,29.3333,0.217,0.0,0.3333,0.333,1,2,8,0,0,1,0,0,0,0,1,Orthodox,185.42,182.88,135,0,2,0,32.5,0.32,0.5,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,172.72,172.72,145,28,29,-1,-2,-1,-1,-2,3,0,0,-1,12.7,10.16,-1,-3.1667,-0.5,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:28,88.0,,,,,,
Pat Barry,Joey Beltran,-174.0,164.0,57.4713,164.0,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,57.0,0.457,0.0,0.3333,0.11,2,1,8,0,0,0,1,1,0,0,2,Orthodox,185.42,190.5,185,1,0,0,15.75,0.388,0.0,0.0,0.0,1,2,7,0,0,0,0,2,0,0,2,Orthodox,180.34,187.96,235,31,29,0,0,1,0,1,1,0,-1,0,5.08,2.54,2,41.25,0.0,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Cole Miller,Matt Wiman,-135.0,125.0,74.0741,125.0,2011-01-22,"Killeen, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,26.5556,0.49,1.3333,1.7778,0.46,4,3,19,0,0,0,2,2,2,0,6,Orthodox,177.8,172.72,155,0,2,0,15.875,0.286,2.25,0.375,0.156,2,2,14,0,0,0,1,1,4,0,6,Orthodox,185.42,187.96,145,26,27,0,0,2,0,-1,5,0,1,-2,-7.62,-15.24,-1,10.6806,-0.9167,1.4028,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Cody McKenzie,Yves Edwards,255.0,-310.0,255.0,32.2581,2011-01-22,"Killeen, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,23.8182,0.524,0.8182,0.2727,0.227,6,4,26,0,0,1,2,3,1,0,7,Southpaw,175.26,185.42,155,0,1,0,0.0,0.0,2.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Switch,182.88,182.88,155,23,34,0,0,5,6,-4,25,0,3,0,-7.62,2.54,-11,23.8182,-1.1818,-0.7273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,4:33,573.0,,,,,,
DaMarques Johnson,Mike Guymon,-125.0,105.0,80.0,105.0,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,21.6667,0.357,0.6667,1.0,0.333,1,2,5,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,170,1,0,0,16.5,0.38,0.5,0.0,0.0,2,2,7,1,0,0,0,1,1,0,2,Orthodox,185.42,190.5,170,28,36,0,0,-1,-1,0,-2,-1,-1,-1,-2.54,-2.54,-8,5.1667,0.1667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Injury,1.0,3:22,202.0,,,,,,
Rani Yahya,Mike Brown,290.0,-350.0,290.0,28.5714,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,40.5,0.72,0.0,2.5,0.375,0,2,4,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,26,35,-2,0,0,0,-2,4,0,0,0,0.0,7.62,-9,40.5,0.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Waylon Lowe,Willamy Freire,-110.0,-110.0,90.9091,90.9091,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,178.0,155,0,1,0,13.5,0.29,0.0,3.0,0.435,1,1,4,0,0,1,0,0,0,0,1,Southpaw,170.18,174.0,145,30,23,0,-1,-1,-1,1,-4,0,0,0,2.54,4.0,7,-13.5,0.0,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Charlie Brenneman,Amilcar Alves,-220.0,180.0,45.4545,180.0,2011-01-22,"Killeen, Texas, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,4.0,0.4,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,1,0,0,21.0,0.445,0.0,4.0,0.55,1,1,5,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,29,22,0,0,-1,-1,0,-2,0,0,0,5.08,2.54,7,-17.0,0.0,-4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Will Campuzano,Chris Cariaso,100.0,-120.0,100.0,83.3333,2011-01-22,"Killeen, Texas, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,160.02,160.02,125,1,0,0,16.0,0.31,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,125,24,29,1,0,0,0,1,-3,0,0,0,-15.24,-17.78,-5,-16.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Chris Leben,Brian Stann,-147.0,137.0,68.0272,137.0,2011-01-01,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,27.2,0.396,0.4,0.0,0.0,2,2,13,0,0,0,2,0,1,0,3,Orthodox,185.42,187.96,205,0,3,0,28.9375,0.448,0.5,0.9375,0.411,5,5,35,0,0,1,2,6,2,0,11,Southpaw,180.34,187.96,185,30,30,0,-2,-3,-8,3,-22,0,-6,-1,5.08,0.0,0,-1.7375,-0.1,-0.9375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,1.0,3:37,217.0,,,,,,
Nate Diaz,Dong Hyun Kim,121.0,-131.0,121.0,76.3359,2011-01-01,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,33.4,0.606,0.8,3.6,0.618,2,1,15,0,0,1,2,1,0,0,4,Southpaw,187.96,193.04,170,0,2,0,30.4545,0.411,1.2727,1.1818,0.407,5,3,24,1,0,1,0,1,6,0,8,Southpaw,182.88,193.04,170,25,29,0,0,-3,-4,2,-9,-1,0,-6,5.08,0.0,-4,2.9455,-0.4727,2.4182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Clay Guida,Takanori Gomi,-137.0,127.0,72.9927,127.0,2011-01-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,12.5,0.25,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,155,0,2,0,30.3333,0.381,0.5833,3.1667,0.429,3,5,31,0,0,2,1,1,3,0,7,Orthodox,170.18,177.8,155,29,32,0,-1,-2,-6,4,-27,0,0,-3,0.0,0.0,-3,-17.8333,-0.5833,-3.1667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,4:27,567.0,,,,,,
Jeremy Stephens,Marcus Davis,-300.0,250.0,33.3333,250.0,2011-01-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,24.2143,0.49,0.8571,0.8571,0.34,6,5,28,0,0,1,1,3,4,0,9,Southpaw,177.8,177.8,170,1,0,0,31.5,0.457,0.3,0.9,0.41,2,5,25,0,0,1,1,2,0,1,5,Orthodox,172.72,180.34,145,24,37,0,0,4,4,0,3,0,0,4,5.08,-2.54,-13,-7.2857,0.5571,-0.0429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,2:33,753.0,,,,,,
Dustin Poirier,Josh Grispi,250.0,-300.0,250.0,33.3333,2011-01-01,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,155,21,22,0,0,0,0,0,0,0,0,0,5.08,5.08,-1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Phil Baroni,Brad Tavares,240.0,-280.0,240.0,35.7143,2011-01-01,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,18.0,0.52,0.0,3.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,185,5,0,0,26.8889,0.516,0.2222,0.8889,0.268,2,6,20,0,0,0,1,2,0,0,3,Orthodox,175.26,182.88,170,34,23,5,1,-1,-2,6,-17,0,-2,0,10.16,5.08,11,-8.8889,-0.2222,2.1111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:20,260.0,,,,,,
Mike Brown,Diego Nunes,-225.0,185.0,44.4444,185.0,2011-01-01,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,145,1,0,0,13.0,0.86,0.0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,35,28,1,0,0,0,1,-1,0,0,0,0.0,-7.62,7,-13.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Daniel Roberts,Greg Soto,-115.0,-105.0,86.9565,95.2381,2011-01-01,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,45.5,0.615,0.5,1.5,0.21,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,170,0,2,0,4.6667,0.24,1.3333,2.6667,0.887,2,1,5,0,0,1,0,0,1,0,2,Southpaw,177.8,187.96,170,30,24,0,-1,-1,-1,0,1,0,0,-1,2.54,-2.54,6,40.8333,-0.8333,-1.1667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kimura,1.0,3:45,225.0,,,,,,
Jacob Volkmann,Antonio McKee,170.0,-200.0,170.0,50.0,2011-01-01,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,183.0,155,0,2,0,21.25,0.4,0.75,3.0,0.483,2,2,10,0,0,1,1,0,0,0,2,Southpaw,175.26,180.34,155,30,40,0,-2,-2,-2,2,-10,0,0,0,-2.54,2.66,-10,-21.25,-0.75,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Georges St-Pierre,Josh Koscheck,-440.0,390.0,22.7273,390.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Red,True,Welterweight,MALE,5,0,3,0,17.7647,0.416,0.4118,1.9412,0.548,5,4,35,0,0,0,5,5,3,0,13,Orthodox,177.8,185.42,170,0,7,0,48.875,0.588,1.375,3.875,0.767,7,2,43,9,0,1,6,5,2,0,14,Orthodox,180.34,193.04,185,29,33,0,-4,-2,-1,-2,-8,-9,0,1,-2.54,-7.62,-4,-31.1103,-0.9632,-1.9338,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,5.0,5:00,1500.0,,,,,,
Stefan Struve,Sean McCorkle,-120.0,110.0,83.3333,110.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Red,False,Heavyweight,MALE,3,0,1,0,0.0,0.0,2.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,200.66,205.74,265,0,1,0,13.8333,0.473,2.3333,0.3333,0.333,3,2,10,0,1,0,0,1,2,0,4,Orthodox,210.82,213.36,265,22,34,0,0,-2,-3,2,-9,0,-1,-1,-10.16,-7.62,-12,-13.8333,-0.3333,-0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:55,235.0,,,,,,
Jim Miller,Charles Oliveira,140.0,-150.0,140.0,66.6667,2010-12-11,"Montreal, Quebec, Canada", Canada,Red,False,Lightweight,MALE,3,0,2,0,19.0,0.565,1.5,1.0,0.11,2,0,4,0,0,0,0,0,2,0,2,Orthodox,177.8,187.96,155,0,5,0,28.25,0.351,2.0,2.0,0.355,5,1,21,0,0,0,4,1,2,0,7,Southpaw,172.72,180.34,155,27,21,0,-3,-3,-5,1,-17,0,-1,0,5.08,7.62,6,-9.25,-0.5,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar,1.0,1:59,119.0,,,,,,
Joe Stevenson,Mac Danzig,-240.0,220.0,41.6667,220.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Blue,False,Lightweight,MALE,3,1,0,0,30.1429,0.486,0.5714,1.0,0.476,2,4,16,1,0,0,1,0,2,0,3,Orthodox,172.72,177.8,155,1,0,0,20.1538,0.51,1.4615,2.2308,0.466,4,5,29,2,0,0,3,1,3,1,8,Orthodox,170.18,177.8,145,28,30,0,0,-2,-5,1,-13,-1,-2,-1,2.54,0.0,-2,9.989,-0.8901,-1.2308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:54,114.0,,,,,,
Thiago Alves,John Howard,-300.0,270.0,33.3333,270.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Red,False,Welterweight,MALE,3,1,0,0,15.4,0.58,0.8,3.0,0.674,4,1,13,0,0,2,0,2,0,0,4,Orthodox,170.18,180.34,170,2,0,0,28.7692,0.478,0.3077,0.4615,0.308,7,4,30,1,0,0,2,6,0,1,9,Orthodox,175.26,177.8,170,27,27,1,0,-3,-5,3,-17,-1,-5,0,-5.08,2.54,0,-13.3692,0.4923,2.5385,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Joe Doerksen,Dan Miller,210.0,-250.0,210.0,40.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Blue,False,Middleweight,MALE,3,0,1,0,19.2857,0.304,1.1429,1.0,0.157,3,3,16,0,0,0,1,0,3,0,4,Orthodox,185.42,187.96,185,1,0,0,13.375,0.583,1.5,1.5,0.349,1,6,19,0,0,0,0,0,2,0,2,Orthodox,182.88,190.5,185,33,29,1,1,2,2,3,-3,0,0,1,2.54,-2.54,4,5.9107,-0.3571,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Mark Bocek,Dustin Hazelett,-150.0,130.0,66.6667,130.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Red,False,Lightweight,MALE,3,2,0,0,13.5556,0.412,1.6667,0.2222,0.222,3,4,14,0,0,0,1,0,4,0,5,Orthodox,185.42,193.04,170,1,0,0,16.8571,0.363,1.2857,2.5714,0.534,3,3,15,0,0,0,1,0,3,0,4,Orthodox,172.72,190.5,155,29,24,-1,0,0,1,-1,-1,0,0,1,12.7,2.54,5,-3.3016,0.381,-2.3492,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1.0,2:33,153.0,,,,,,
Matthew Riddle,Sean Pierson,-250.0,210.0,40.0,210.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,170,0,2,0,45.3333,0.597,0.6667,3.6667,0.57,3,1,17,0,0,0,3,1,0,0,5,Southpaw,185.42,187.96,170,24,34,0,-2,-3,-5,1,-17,0,-1,0,-2.54,5.08,-10,-45.3333,-0.6667,-3.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
TJ Grant,Ricardo Almeida,130.0,-150.0,130.0,66.6667,2010-12-11,"Montreal, Quebec, Canada", Canada,Blue,False,Welterweight,MALE,3,1,0,0,17.6667,0.559,1.2222,2.7778,0.433,3,4,19,0,0,0,2,0,3,0,5,Orthodox,182.88,187.96,170,0,1,0,33.6,0.55,0.2,1.8,0.388,1,2,13,0,0,1,1,1,0,0,3,Orthodox,177.8,182.88,155,26,34,-1,-1,2,2,-2,6,0,-1,3,5.08,5.08,-8,-15.9333,1.0222,0.9778,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Pat Audinwood,John Makdessi,-145.0,125.0,68.9655,125.0,2010-12-11,"Montreal, Quebec, Canada", Canada,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,1,0,0,3.0,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,188.0,155,24,25,1,0,0,0,1,-1,0,0,0,-10.16,-15.28,-1,-3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Jonathan Brookins,Michael Johnson,-230.0,190.0,43.4783,190.0,2010-12-04,"Las Vegas, Nevada, USA", USA,Red,True,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,145,25,24,0,0,0,0,0,0,0,0,0,-5.08,0.0,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Stephan Bonnar,Igor Pokrajac,-240.0,220.0,41.6667,220.0,2010-12-04,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,20.0,0.46,0.3333,1.6667,0.553,1,2,7,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,205,0,1,0,30.5833,0.397,0.9167,0.8333,0.178,3,6,30,1,0,0,2,2,2,0,6,Orthodox,193.04,198.12,205,33,31,0,0,-2,-5,4,-23,-1,-2,-1,-10.16,-5.08,2,-10.5833,-0.5833,0.8333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Kendall Grove,Demian Maia,265.0,-295.0,265.0,33.8983,2010-12-04,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,14.0,0.471,1.1111,1.7778,0.406,5,2,20,1,0,0,2,0,5,0,7,Southpaw,185.42,182.88,170,0,1,0,20.4545,0.415,1.5455,0.3636,0.364,3,4,21,1,0,2,1,2,2,0,7,Orthodox,198.12,200.66,185,28,33,0,0,2,0,2,-1,0,-2,3,-12.7,-17.78,-5,-6.4545,-0.4343,1.4141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Johny Hendricks,Rick Story,-178.0,167.0,56.1798,167.0,2010-12-04,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,4,0,38.4,0.398,1.6,3.0,0.742,4,1,13,0,0,2,0,1,1,0,4,Southpaw,175.26,180.34,170,0,4,0,34.25,0.59,1.0,3.75,0.375,4,0,9,0,1,0,1,2,0,0,4,Southpaw,175.26,175.26,185,27,26,0,0,0,0,-1,4,0,-1,1,0.0,5.08,1,4.15,0.6,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Nam Phan,Leonard Garcia,165.0,-190.0,165.0,52.6316,2010-12-04,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,16.3333,0.493,1.0,0.0,0.0,1,2,7,0,0,0,0,0,1,0,1,Orthodox,177.8,175.26,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,27,31,-1,0,1,1,-2,7,0,0,1,10.16,-2.54,-4,16.3333,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Cody McKenzie,Aaron Wilkinson,-110.0,-110.0,90.9091,90.9091,2010-12-04,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,183.0,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,182.88,155,22,23,0,0,0,0,0,0,0,0,0,-5.08,0.12,-1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,2:03,123.0,,,,,,
Ian Loveland,Tyler Toner,235.0,-275.0,235.0,36.3636,2010-12-04,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,27,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Sako Chivitchian,Kyle Watson,150.0,-170.0,150.0,58.8235,2010-12-04,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,178.0,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.0,155,26,31,0,0,0,0,0,0,0,0,0,2.54,-2.0,-5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Will Campuzano,Nick Pace,-120.0,100.0,83.3333,100.0,2010-12-04,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,125,24,23,0,0,0,0,0,0,0,0,0,-5.08,-5.08,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Other - Choke,3.0,4:33,873.0,,,,,,
